DEVICETYPENAME,IMAGES,TTI,FREQ
Mobile,1632,5985.000,549
Tablet,752,3397.000,547
Mobile,870,6886.500,546
Tablet,822,3530.500,544
Mobile,991,4392.500,542
Desktop,1038,4786.000,541
Tablet,749,4245.000,541
Desktop,1975,5175.000,541
Tablet,806,4987.000,540
Mobile,881,2117.500,540
Mobile,1146,4844.000,540
Mobile,1077,4616.000,539
Desktop,1187,4877.000,537
Desktop,1037,4984.000,536
Desktop,1050,5200.000,535
Desktop,1059,4196.000,533
Tablet,936,3080.000,530
Desktop,2233,2510.000,528
Mobile,1205,4752.500,526
Mobile,906,7143.500,526
Mobile,961,5012.000,525
Mobile,845,4377.000,525
Mobile,1117,6324.500,524
Tablet,790,4482.000,524
Tablet,857,6149.000,522
Desktop,1051,5200.000,520
Tablet,827,3596.000,517
Mobile,1024,4991.000,516
Mobile,2202,2637.500,516
Mobile,1454,6211.000,512
Mobile,1102,5496.000,511
Tablet,711,4662.500,508
Mobile,939,4940.000,508
Tablet,765,5578.000,508
Mobile,1748,2167.500,506
Desktop,1076,5752.000,506
Mobile,1533,3672.000,506
Desktop,2222,2975.000,505
Mobile,930,4175.000,505
Mobile,869,5157.000,503
Mobile,957,4422.000,503
Desktop,1047,4849.000,503
Mobile,816,4789.500,502
Mobile,852,3949.500,502
Desktop,1042,4450.000,501
Mobile,1191,6661.000,499
Mobile,793,4586.000,497
Desktop,1397,3214.000,497
Mobile,814,4976.000,496
Mobile,778,3979.000,492
Desktop,1062,5702.000,492
Mobile,897,3565.000,491
Mobile,860,2921.000,489
Mobile,2286,2676.000,489
Desktop,1065,4693.000,487
Mobile,856,4205.000,486
Mobile,1749,5267.000,485
Tablet,771,3942.000,485
Mobile,1696,6484.500,484
Mobile,912,3957.000,483
Mobile,1050,7037.000,481
Tablet,2110,4309.000,480
Mobile,777,4534.500,478
Mobile,779,4862.000,478
Mobile,775,4712.000,478
Desktop,1058,4707.000,477
Desktop,2224,2787.500,476
Mobile,780,4412.000,474
Tablet,848,2970.000,474
Mobile,2210,5239.500,472
Desktop,1052,4997.000,471
Desktop,1064,4885.500,470
Mobile,824,3693.000,470
Desktop,1122,5032.000,469
Mobile,1157,4800.000,467
Tablet,768,4069.000,466
Desktop,1049,5461.500,466
Tablet,824,4064.000,465
Tablet,733,4534.000,464
Desktop,1533,2479.500,464
Mobile,854,4400.000,464
Tablet,2254,7161.000,464
Tablet,997,17226.000,462
Mobile,1479,3756.000,462
Desktop,1045,4848.000,461
Desktop,5042,2413.000,461
Mobile,807,4489.000,459
Mobile,1169,4718.000,459
Desktop,1109,4438.000,458
Mobile,850,3555.500,458
Desktop,2225,2770.000,457
Desktop,1056,4778.000,457
Mobile,1068,5164.500,456
Desktop,1043,4996.000,455
Tablet,761,3219.000,455
Mobile,823,4159.000,453
Mobile,1698,6737.000,453
Desktop,1166,6766.000,452
Tablet,804,4340.000,450
Mobile,811,4457.000,450
Mobile,2209,2675.000,447
Mobile,1317,4916.000,446
Tablet,1004,6324.000,445
Mobile,853,4214.500,444
Tablet,739,4986.000,442
Mobile,846,5864.000,441
Mobile,1250,5038.000,441
Mobile,1188,4787.000,441
Tablet,2258,5658.000,437
Mobile,1103,4107.000,437
Desktop,2203,5047.000,437
Tablet,787,4689.000,437
Desktop,2227,2682.000,436
Tablet,801,3981.000,436
Desktop,1077,5672.000,435
Tablet,817,5163.000,435
Desktop,1105,4981.500,434
Desktop,1068,4611.000,432
Tablet,777,6001.000,432
Desktop,1144,5398.500,432
Tablet,748,4830.000,431
Tablet,955,3673.000,431
Mobile,972,4373.000,431
Mobile,2243,13583.000,430
Desktop,1057,4883.000,429
Desktop,2247,2842.000,429
Mobile,1687,5777.000,428
Tablet,745,4817.000,427
Mobile,827,4372.000,426
Tablet,738,4573.000,425
Mobile,977,4333.500,424
Desktop,1063,5487.500,424
Mobile,938,3994.000,421
Mobile,842,4361.000,421
Tablet,820,3683.500,420
Desktop,2265,2704.000,420
Mobile,1035,4389.000,419
Mobile,1158,6323.500,418
Mobile,960,5057.500,418
Mobile,1204,5156.500,418
Mobile,2213,2746.000,418
Mobile,1053,4907.000,418
Mobile,1148,4535.000,418
Mobile,1289,4961.000,417
Tablet,813,3970.000,417
Mobile,1106,4504.500,414
Desktop,1952,5290.000,413
Mobile,878,3256.000,413
Desktop,1053,5325.000,413
Mobile,1155,4340.000,411
Mobile,1047,5740.500,410
Desktop,1676,3901.000,410
Desktop,1055,4707.000,409
Mobile,1126,4630.500,406
Mobile,2203,5562.000,406
Desktop,1067,4579.000,405
Desktop,1210,5049.000,405
Mobile,1252,5312.500,404
Mobile,928,3826.000,404
Mobile,871,5519.500,402
Mobile,873,4846.000,400
Mobile,1697,5489.000,399
Mobile,890,5083.000,393
Desktop,1044,4647.000,391
Tablet,854,4924.500,390
Desktop,1146,5016.000,390
Tablet,876,4305.000,389
Mobile,1189,4277.000,388
Mobile,1606,6068.500,388
Desktop,1087,5254.000,388
Desktop,4366,3108.000,388
Tablet,870,5258.500,388
Desktop,1148,4805.500,388
Mobile,993,3627.000,387
Mobile,832,4367.000,386
Tablet,729,4509.000,385
Desktop,1213,4909.500,384
Mobile,1273,4283.000,384
Mobile,838,3507.000,384
Mobile,863,4061.000,383
Mobile,858,4264.000,381
Desktop,1884,3801.000,381
Mobile,1534,7200.000,381
Mobile,2265,2733.000,380
Mobile,933,5217.000,379
Tablet,800,4294.000,378
Desktop,1128,4993.000,377
Mobile,886,4124.000,377
Mobile,1165,4456.000,376
Mobile,1133,3880.000,376
Mobile,1701,4673.000,376
Mobile,922,4368.000,375
Tablet,769,3675.000,374
Mobile,794,5003.500,374
Tablet,759,4436.500,374
Mobile,1123,5326.000,371
Mobile,893,5440.000,370
Mobile,830,4365.000,369
Desktop,1098,5372.000,369
Desktop,1054,4946.000,369
Mobile,1211,5133.500,368
Mobile,1281,5056.500,368
Tablet,755,3966.000,368
Desktop,1061,5058.500,368
Desktop,1097,5497.000,367
Desktop,1107,4523.000,363
Mobile,2266,5001.000,363
Desktop,1102,5060.000,363
Mobile,1371,6469.000,361
Tablet,853,4751.000,360
Tablet,797,4072.000,360
Mobile,1196,5756.000,360
Mobile,946,4533.000,359
Desktop,1108,5255.500,358
Tablet,743,4443.500,358
Mobile,1108,4336.500,356
Tablet,793,4023.500,356
Tablet,2248,6162.500,354
Tablet,775,3420.000,353
Desktop,1143,5508.000,353
Tablet,747,4318.000,353
Desktop,2232,2672.000,353
Mobile,935,4177.500,352
Desktop,1082,5280.500,352
Desktop,1110,4489.000,352
Tablet,858,4478.500,350
Tablet,786,4133.500,350
Mobile,1312,7113.000,349
Mobile,973,4292.000,349
Mobile,1966,5094.000,349
Desktop,1106,4707.000,349
Mobile,1134,6486.000,348
Mobile,966,6126.500,348
Tablet,1276,4230.500,348
Desktop,1898,9394.500,348
Mobile,1194,8619.000,346
Tablet,818,5048.000,346
Mobile,1448,6276.500,346
Mobile,1237,5008.000,346
Tablet,1479,4148.000,345
Mobile,1179,4571.000,344
Mobile,1253,4871.000,341
Desktop,1100,5429.000,341
Mobile,910,6542.000,341
Tablet,935,3165.000,341
Mobile,851,3863.500,340
Mobile,932,4191.000,340
Desktop,1133,5316.500,340
Mobile,1008,5582.000,340
Tablet,825,4162.000,339
Tablet,941,3447.000,337
Desktop,1099,5629.000,337
Mobile,1052,5933.000,337
Mobile,2287,5989.000,335
Tablet,1288,1785.000,335
Mobile,1181,4606.500,334
Desktop,1079,5003.500,334
Mobile,855,4199.000,333
Desktop,1071,5359.500,332
Desktop,1069,5264.000,332
Mobile,847,4829.000,332
Mobile,987,4003.000,331
Mobile,1107,3953.000,330
Mobile,1225,4372.000,329
Mobile,861,4860.000,329
Mobile,1195,6378.000,329
Desktop,1070,5269.000,329
Mobile,1011,5486.500,328
Mobile,848,4851.500,328
Tablet,1078,8693.000,328
Desktop,1117,5480.500,328
Tablet,1001,7840.000,327
Desktop,1139,5850.000,327
Tablet,766,4487.000,326
Mobile,1660,5980.000,325
Mobile,896,5111.000,325
Tablet,939,5545.000,324
Desktop,1134,5463.000,324
Mobile,1041,6235.000,323
Mobile,1094,4786.000,323
Desktop,1090,5215.000,322
Mobile,1138,4552.000,322
Tablet,780,4080.500,322
Desktop,1086,5409.000,321
Tablet,751,3991.500,320
Desktop,1267,4190.500,320
Mobile,1202,5281.000,319
Mobile,975,4434.000,319
Tablet,811,3474.000,319
Desktop,2371,10817.500,318
Tablet,812,4286.000,318
Desktop,1075,5189.000,317
Mobile,1213,4246.500,316
Mobile,929,4192.500,316
Tablet,2256,6241.000,315
Mobile,880,3323.000,315
Mobile,1261,5483.000,314
Mobile,1444,5256.000,314
Mobile,829,4107.000,314
Mobile,1536,5704.500,314
Desktop,1103,5286.000,314
Mobile,859,5385.000,313
Mobile,825,4069.000,313
Mobile,1096,5577.000,313
Mobile,1163,4299.000,311
Mobile,828,4201.000,311
Mobile,888,4121.500,310
Desktop,1096,5521.000,309
Desktop,1081,5608.000,306
Mobile,1092,7061.000,305
Mobile,947,4840.000,305
Mobile,884,3915.000,305
Tablet,782,3948.000,304
Desktop,1188,5269.000,304
Tablet,826,4782.000,303
Tablet,758,4056.000,301
Mobile,1049,5238.000,301
Mobile,1206,5672.500,300
Tablet,764,3919.000,300
Mobile,1075,4283.500,300
Mobile,1750,6580.000,300
Mobile,911,4030.000,299
Desktop,1127,5108.000,299
Mobile,1160,4634.000,299
Mobile,1476,6738.000,298
Mobile,945,5638.000,298
Mobile,2214,4442.000,298
Tablet,808,3931.500,298
Mobile,885,3852.000,297
Desktop,1131,5443.000,297
Mobile,1065,4103.000,297
Desktop,1289,3906.000,297
Mobile,1014,8471.000,297
Mobile,1597,2956.000,296
Desktop,1265,3305.000,296
Mobile,1267,5331.500,296
Tablet,809,3753.000,295
Mobile,955,5287.000,295
Desktop,1157,5437.000,295
Tablet,1966,4405.000,295
Desktop,1137,5710.000,294
Mobile,909,6023.500,294
Desktop,1155,5098.000,293
Tablet,760,4432.000,293
Mobile,1019,4744.500,292
Mobile,908,7219.000,292
Desktop,2367,12738.000,291
Mobile,1147,5606.000,291
Mobile,944,5350.500,290
Desktop,1124,5165.000,290
Mobile,1429,5615.000,289
Desktop,1073,5025.000,289
Desktop,1074,4657.000,289
Mobile,913,4632.000,288
Desktop,2207,4902.500,288
Mobile,959,5067.000,287
Mobile,983,4539.000,287
Mobile,1029,4545.000,286
Desktop,1121,4845.000,285
Mobile,1036,6663.000,285
Mobile,979,4301.000,283
Tablet,762,5021.000,283
Desktop,2288,7528.000,283
Tablet,864,5431.500,282
Mobile,915,5588.000,282
Mobile,1675,4917.000,281
Desktop,1142,5819.000,281
Desktop,1085,4772.000,281
Desktop,1095,5130.500,280
Desktop,2286,6934.000,279
Tablet,814,3710.000,279
Desktop,1084,5110.000,279
Mobile,990,5793.000,278
Desktop,1147,4935.000,278
Desktop,1194,5872.500,278
Desktop,1129,5200.000,277
Desktop,1130,5392.000,277
Tablet,1278,3700.000,276
Tablet,948,6710.000,275
Desktop,1088,5152.000,275
Desktop,1136,5039.000,275
Mobile,1668,7923.000,275
Mobile,1145,4934.000,275
Desktop,1120,5174.000,274
Desktop,1150,5303.000,274
Mobile,1726,8140.500,274
Tablet,774,4587.000,273
Mobile,1167,4890.000,273
Mobile,889,4298.000,273
Mobile,967,4007.000,273
Desktop,1094,5267.000,272
Mobile,949,4211.500,272
Mobile,994,5837.000,271
Desktop,2226,2500.000,271
Tablet,867,3822.000,271
Mobile,1245,4481.500,270
Mobile,1137,4598.000,270
Mobile,1086,7431.000,269
Mobile,1099,5779.000,269
Desktop,2504,5884.000,268
Desktop,1132,5735.500,268
Mobile,1125,7316.000,267
Desktop,1080,5108.000,267
Desktop,1135,5653.500,266
Desktop,1145,4959.500,266
Desktop,1175,5560.000,266
Mobile,1197,5485.000,265
Mobile,901,3834.000,265
Desktop,1977,4433.000,265
Desktop,1750,6976.000,265
Tablet,954,4648.000,264
Desktop,1092,5315.500,264
Mobile,937,4034.500,264
Mobile,875,5099.500,264
Tablet,991,7931.000,264
Desktop,1116,5573.500,264
Tablet,943,5070.000,264
Mobile,1673,6111.000,263
Desktop,1111,5289.000,263
Desktop,1083,5578.000,263
Mobile,1243,4555.000,263
Desktop,2208,3104.000,262
Mobile,1287,4732.500,262
Desktop,1153,5127.500,262
Tablet,829,4133.000,262
Tablet,781,3885.500,262
Desktop,1776,5925.500,262
Mobile,1269,4620.000,261
Mobile,1031,5166.000,261
Mobile,1015,6072.000,260
Desktop,1158,5115.000,259
Mobile,1290,5161.000,258
Mobile,1109,4128.000,258
Mobile,1596,7778.500,258
Mobile,1980,4708.500,258
Tablet,905,4332.500,258
Desktop,1698,7100.000,257
Tablet,1687,4045.000,256
Desktop,1141,5668.000,256
Desktop,1163,5053.500,256
Desktop,1160,5459.500,256
Desktop,1264,3695.000,256
Tablet,844,5793.000,255
Tablet,842,4176.000,255
Mobile,1949,4974.000,254
Mobile,1564,6645.000,254
Mobile,1018,6256.000,253
Mobile,1016,5858.000,253
Desktop,1751,6511.500,252
Mobile,1044,4845.000,251
Tablet,999,8014.000,251
Tablet,2252,6230.000,251
Desktop,1164,5732.000,250
Mobile,988,4037.000,249
Desktop,1093,4875.500,248
Desktop,1112,5247.500,248
Mobile,1139,7930.000,248
Tablet,895,3944.000,248
Desktop,1266,4163.000,247
Mobile,923,4738.000,247
Mobile,1122,7185.000,247
Tablet,779,4191.000,246
Mobile,2188,2609.000,246
Desktop,1197,6439.500,246
Mobile,1006,4565.500,246
Mobile,2244,4896.000,245
Desktop,1101,4871.000,245
Mobile,1152,5032.000,245
Mobile,1288,5128.000,245
Desktop,1149,6433.000,245
Mobile,1331,5079.000,245
Desktop,1177,4817.000,245
Desktop,1167,5250.500,244
Desktop,1198,5565.000,244
Mobile,1095,4530.500,244
Tablet,910,4306.000,244
Mobile,1258,5815.000,243
Mobile,1276,4667.000,242
Desktop,1211,6214.000,242
Mobile,1056,5095.000,241
Mobile,1079,5101.000,241
Mobile,2110,2873.000,241
Tablet,883,4105.000,241
Mobile,992,4064.500,240
Mobile,1051,6533.500,240
Mobile,1153,4347.500,240
Mobile,1118,6149.000,240
Mobile,926,4754.000,239
Desktop,1140,5748.000,239
Desktop,1165,5478.000,239
Desktop,2269,4186.000,239
Mobile,1121,5168.500,238
Tablet,2284,5508.000,237
Desktop,1159,5408.000,237
Mobile,1177,4326.000,237
Mobile,1185,4642.000,235
Mobile,1333,4422.000,235
Mobile,1054,6182.000,235
Desktop,1189,5565.000,235
Desktop,1318,6287.000,233
Mobile,989,4875.000,233
Desktop,1508,2150.500,232
Desktop,2245,4747.000,232
Tablet,1660,5773.000,232
Mobile,971,3855.000,232
Desktop,1169,5911.500,232
Desktop,1114,4938.500,232
Tablet,896,3758.000,231
Mobile,1764,7659.000,231
Mobile,1064,7169.000,231
Tablet,945,4045.000,231
Desktop,2235,2480.000,231
Mobile,1200,4504.000,231
Tablet,2260,2585.000,231
Mobile,1113,7043.000,231
Mobile,1374,5060.000,230
Desktop,1089,5298.500,230
Mobile,981,4918.000,229
Desktop,1091,5184.000,228
Mobile,1510,5969.000,228
Tablet,1980,6047.000,228
Tablet,2259,4555.500,228
Mobile,1120,6439.000,228
Desktop,2287,6660.000,227
Desktop,1151,5001.000,227
Mobile,1293,4377.000,227
Desktop,1370,6652.000,227
Desktop,1168,6113.000,227
Desktop,1205,5674.000,226
Mobile,1039,6426.500,226
Mobile,1192,5347.000,225
Desktop,1195,5382.000,225
Desktop,1118,5339.000,225
Mobile,1128,5434.500,224
Mobile,1760,7149.500,224
Tablet,5042,3041.500,224
Mobile,1111,4739.500,224
Tablet,908,3263.000,224
Mobile,887,4405.000,223
Tablet,897,4414.000,223
Mobile,1327,5436.000,222
Desktop,1534,6473.000,222
Desktop,2366,14022.000,222
Tablet,879,5026.500,222
Desktop,1341,4966.000,221
Mobile,956,4524.000,221
Desktop,2231,2618.500,220
Tablet,878,4642.000,220
Tablet,898,4140.500,218
Mobile,857,4705.500,218
Desktop,1179,5594.500,218
Mobile,1909,8581.000,218
Mobile,980,6737.000,217
Mobile,5043,3220.000,217
Mobile,1112,7209.000,216
Desktop,1154,5063.500,216
Mobile,950,6370.000,216
Mobile,1045,4704.500,216
Mobile,1081,4756.000,215
Mobile,1066,5093.000,215
Desktop,1192,5831.000,215
Tablet,2221,3990.500,214
Mobile,1328,4510.000,214
Tablet,884,4432.500,214
Tablet,1675,4340.500,214
Mobile,1539,9016.500,214
Mobile,862,4050.000,213
Tablet,900,3781.000,213
Tablet,865,4885.000,213
Tablet,902,4791.000,213
Mobile,1755,6790.000,213
Desktop,1303,4342.000,213
Mobile,892,5787.500,212
Mobile,1230,7558.000,212
Mobile,1055,8043.500,212
Desktop,2234,2438.000,212
Tablet,951,5279.500,212
Mobile,1114,6887.000,211
Mobile,1013,6243.000,211
Desktop,1162,5808.000,211
Mobile,1223,4036.000,211
Mobile,941,5409.000,211
Tablet,901,5064.500,210
Mobile,1439,7891.500,210
Mobile,1769,7654.500,210
Desktop,1203,5844.500,210
Desktop,1200,5447.000,210
Mobile,1149,5223.500,210
Mobile,1538,6327.000,210
Desktop,1201,5437.000,209
Tablet,933,3143.000,209
Desktop,1250,5001.000,209
Tablet,828,4161.000,209
Tablet,863,5013.500,208
Tablet,953,5648.500,208
Tablet,835,5043.000,207
Desktop,1196,5507.000,207
Tablet,839,5540.000,207
Tablet,1048,5113.500,206
Desktop,1113,5657.500,206
Desktop,1535,6700.000,205
Mobile,899,4573.000,205
Desktop,1202,5102.000,205
Desktop,1246,4800.000,205
Mobile,1447,6090.000,205
Mobile,1272,5190.000,204
Mobile,1012,4999.000,204
Mobile,1277,5497.500,204
Mobile,1305,5643.000,204
Mobile,1943,9543.500,204
Mobile,1297,8430.000,204
Tablet,932,3690.000,204
Desktop,1152,5359.000,203
Mobile,1766,7787.000,202
Tablet,2266,4019.500,202
Mobile,1130,4428.000,201
Mobile,954,4449.000,201
Mobile,924,5231.000,201
Tablet,830,4554.000,200
Mobile,917,5272.000,200
Mobile,1355,4933.500,200
Desktop,1199,5389.000,200
Tablet,934,4000.000,199
Mobile,1074,4361.000,199
Tablet,2285,6175.000,199
Tablet,840,4666.000,199
Mobile,1154,4348.500,198
Mobile,1159,5950.000,198
Desktop,1237,5819.000,198
Tablet,849,4290.000,197
Mobile,1889,9441.000,197
Tablet,843,5713.000,197
Desktop,1174,5442.500,196
Tablet,873,5187.500,196
Tablet,946,4822.500,196
Mobile,1214,4518.500,196
Desktop,1208,5710.500,196
Desktop,1180,5274.000,196
Tablet,869,5522.500,196
Desktop,1161,5352.000,196
Mobile,1129,5346.000,195
Tablet,877,5282.000,195
Mobile,1509,6014.000,195
Tablet,2257,3343.000,195
Mobile,2257,5062.500,194
Mobile,900,6296.000,194
Desktop,1701,3859.000,194
Mobile,1098,6541.000,193
Mobile,1003,4450.000,193
Tablet,915,3494.500,192
Mobile,894,3919.000,192
Tablet,868,4430.000,192
Tablet,970,4796.000,191
Tablet,881,5794.000,190
Tablet,851,4468.500,190
Desktop,1170,5228.000,190
Desktop,2241,2036.500,190
Tablet,975,5498.000,190
Desktop,1193,5190.000,189
Desktop,1214,4573.000,189
Mobile,916,4484.000,189
Tablet,880,4916.000,189
Desktop,1392,6797.000,189
Tablet,1156,5968.000,189
Tablet,930,3881.000,188
Mobile,2189,4626.500,188
Mobile,1820,7660.000,188
Desktop,2126,4567.500,188
Tablet,837,4915.000,187
Mobile,927,4701.000,187
Desktop,2206,5364.000,187
Desktop,2228,2937.000,186
Tablet,913,4000.000,186
Mobile,1751,6180.000,186
Mobile,1263,8482.000,185
Mobile,1124,5298.000,185
Desktop,1209,5404.000,185
Mobile,1487,9386.000,185
Desktop,1317,5436.000,185
Mobile,1251,5387.000,185
Desktop,2229,2593.000,184
Tablet,846,4626.000,184
Mobile,985,4185.500,184
Desktop,3276,5066.000,183
Mobile,1201,6474.000,183
Mobile,1775,7857.000,182
Tablet,832,4107.000,182
Mobile,1484,5512.000,182
Desktop,1212,6463.500,182
Mobile,1700,4921.000,181
Mobile,1212,4601.000,181
Desktop,1183,4729.000,181
Mobile,1150,5773.000,180
Desktop,1454,7103.500,180
Mobile,997,5145.000,180
Tablet,974,5235.000,180
Mobile,1028,5718.000,179
Mobile,1209,4645.000,179
Mobile,2212,4269.000,179
Mobile,952,4871.000,179
Desktop,1252,5812.000,178
Desktop,1891,17435.000,178
Desktop,1605,6886.500,178
Tablet,952,5364.500,178
Tablet,1949,6697.500,178
Tablet,875,4830.000,177
Mobile,1705,4455.000,177
Mobile,1445,5632.000,177
Mobile,1183,3861.500,176
Desktop,3270,5767.500,176
Mobile,1615,7106.500,176
Tablet,1268,5777.500,176
Mobile,1773,3653.000,176
Mobile,2247,3064.500,176
Mobile,1352,5395.000,176
Desktop,1119,4284.000,175
Mobile,1365,5590.000,175
Desktop,1173,4877.000,175
Mobile,1141,4022.000,175
Tablet,885,4184.000,175
Mobile,921,4470.000,175
Desktop,1672,5045.000,174
Mobile,1489,6998.000,174
Mobile,920,4979.000,173
Tablet,942,5404.000,173
Tablet,923,3663.000,173
Tablet,971,4509.000,173
Desktop,1775,5828.000,173
Tablet,838,5215.000,173
Mobile,1083,8368.500,172
Mobile,1694,6230.000,172
Mobile,1182,4867.000,172
Tablet,956,3739.000,171
Tablet,2255,4406.000,171
Mobile,1324,5347.000,171
Desktop,1632,8192.000,171
Mobile,1030,3600.000,171
Desktop,2243,2564.000,171
Tablet,855,5271.000,171
Mobile,1057,6009.000,171
Tablet,834,4660.000,170
Desktop,1178,5528.000,170
Desktop,1313,5055.500,170
Tablet,1059,3958.500,170
Desktop,1207,5656.500,170
Mobile,1303,5583.000,170
Mobile,1340,6830.500,170
Desktop,1206,5731.000,169
Tablet,937,3768.000,169
Tablet,912,4836.000,169
Mobile,1443,6258.000,169
Desktop,1115,5351.000,169
Mobile,1266,6729.000,169
Mobile,1242,4771.500,168
Tablet,904,4822.000,168
Mobile,1520,8801.000,168
Mobile,1110,4394.000,167
Tablet,980,4286.000,167
Desktop,1447,6712.000,167
Mobile,1620,6736.000,167
Mobile,1007,14587.000,167
Mobile,1347,5397.500,166
Mobile,1690,6806.000,166
Mobile,1704,5284.500,166
Mobile,1446,8012.000,166
Mobile,1862,9730.500,166
Mobile,1798,9449.000,165
Tablet,845,4497.000,165
Mobile,1377,6066.000,165
Desktop,2230,2895.000,165
Mobile,1344,3877.000,165
Mobile,1672,6962.000,165
Tablet,1104,6001.000,164
Tablet,836,4600.500,164
Tablet,874,4171.500,164
Mobile,1530,7430.000,163
Desktop,1312,5470.000,163
Tablet,1303,3383.000,163
Desktop,1697,5701.000,163
Tablet,833,4515.000,163
Mobile,1482,8519.000,162
Mobile,1589,7614.500,162
Mobile,1151,4802.500,162
Mobile,1774,5821.000,162
Desktop,1225,5435.500,162
Desktop,1695,7814.000,161
Mobile,914,5152.000,161
Mobile,1219,5565.000,161
Desktop,1591,3596.000,161
Tablet,1066,4645.000,161
Desktop,1176,5419.000,161
Desktop,1204,5009.500,160
Desktop,1777,6696.500,160
Tablet,947,5547.500,160
Tablet,893,5127.500,160
Mobile,984,5219.000,159
Tablet,866,4840.000,159
Desktop,1245,5845.000,159
Mobile,1144,4540.000,159
Mobile,1977,7320.000,158
Mobile,1264,5807.000,158
Tablet,886,5069.000,158
Tablet,926,3983.000,158
Mobile,1032,5937.000,158
Desktop,1184,5148.000,157
Mobile,1216,8275.000,157
Tablet,957,4867.000,157
Desktop,1181,5974.500,156
Mobile,1199,6505.500,156
Desktop,1305,4836.500,156
Desktop,1347,6038.500,156
Tablet,860,5261.500,156
Mobile,1702,5851.000,156
Desktop,1700,4068.000,155
Mobile,1260,5432.000,155
Mobile,1249,3973.000,154
Tablet,1009,4598.500,154
Mobile,1651,7372.500,154
Mobile,1142,5081.000,154
Mobile,1084,7199.500,154
Tablet,831,4810.000,153
Mobile,1080,5776.000,153
Tablet,1272,6201.500,152
Mobile,1396,6120.500,152
Desktop,1900,4852.500,152
Mobile,2204,6761.000,152
Mobile,1060,6047.000,152
Desktop,1239,4753.000,151
Desktop,1522,4154.000,150
Mobile,1369,7328.000,150
Mobile,1038,4496.500,150
Desktop,2205,5264.000,150
Mobile,1569,12787.500,150
Mobile,1282,5938.000,149
Tablet,985,5748.000,149
Mobile,1161,4758.000,149
Desktop,1541,3554.500,148
Mobile,934,4956.000,148
Tablet,862,4740.000,148
Mobile,1180,4973.000,148
Mobile,1089,7071.500,148
Mobile,1891,7134.000,148
Desktop,1524,4571.000,148
Tablet,2223,4181.000,148
Mobile,1537,6742.000,148
